7427,1614938431958,1
7180,1624447795119,2
7181,1624373770119,2
7182,1618981040801,NULL
7185,16186716761047,NULL
37522,16707440622405,3
7188,16171727391045,1
7189,16171014041044,8
7190,16171011381044,8
7191,16171009601044,8
102,1613488609758,4
7184,1618779454304,1
7186,1618605944304,1
7192,16171008781044,8
7193,16171007601044,8
7194,16171006531044,8
7195,16171000571044,8
7196,16170200471028,NULL
7197,16170199921028,NULL
7198,1616937781615,NULL
7199,16167767321043,1
7200,16167761821043,1
7201,1616603544994,1
7202,1616450620979,8
7203,16164417711039,NULL
7204,1616440905979,8
7207,16164393051007,1
7208,16164382351042,8
7209,16164372551032,8
7210,1616436172708,NULL
7211,16164312641032,8
7212,16164298161041,NULL
7213,16164223911040,NULL
7214,16164203631039,NULL
7215,1616417047241,NULL
7216,16164106551038,8
7217,161641053963,1
7218,1616409197241,NULL
7219,1616407384241,NULL
7234,16163214451034,NULL
7220,1616367900976,1
7221,1616352738979,8
7223,1616347366966,1
7224,16163448531023,8
7225,16163435781037,1
7226,16163312281036,1
7227,16163311221036,1
7228,16163309421036,1
7229,16163308251036,1
7230,1616328119983,1
6866,1611740996414,4
7232,16163236381034,NULL
7233,16163234251035,1
7235,16163196441033,1
7236,1616302130185,1
7237,1616280773979,8
7238,1616280367979,2
7239,1616273724979,8
7240,1616272382979,8
7241,1616272246979,8
41007,16774398966275,8
7242,16162673961023,8
7243,1616267224979,8
7244,1616263010979,8
7245,1616262581979,8
7246,16162350591032,8
7247,16161659541031,1
7248,16161571641030,1
7249,16161570401029,NULL
7250,16161568761029,NULL
7251,1616150601159,8
7252,1616150442159,2
7253,1616150095159,2
7254,1616142454320,NULL
7255,16161396251028,NULL
7256,16161293421027,1
7257,16161292031027,1
7258,16161291181027,1
7259,16161290441027,1
7260,16161289111027,1
7261,16161287271027,1
7262,16161282341027,1
7263,16160989761025,8
7264,16160982331026,8
7265,16160920851026,8
7266,16160898011025,8
7267,16160495481011,8
7268,1616004882873,8
7269,16158339231003,1
7270,1615833780326,8
7272,16158337251003,1
7273,1615828073545,NULL
7274,1615827693326,8
7275,1615826660545,NULL
7276,16158006201018,NULL
7277,16157577931013,1
7278,16157571351013,1
7279,16157563101013,1
7280,16157561901013,1
7281,16157561431014,2
7282,1615755456489,8
7283,1615754590801,1
7284,16157443201008,8
7285,16157347391011,8
7301,1615614418997,1
7286,16157344971011,8
7287,16157251911009,1
7288,16157250201009,1
7289,16157227781008,8
7290,16157168051008,8
7291,1615644419974,NULL
7292,16156221151004,1
7293,16156212921003,1
7294,1615615095997,1
7295,1615615016997,1
7296,1615614929997,1
7297,1615614861997,1
7298,1615614797997,1
7299,1615614721997,1
7300,1615614523997,1
7302,1615614273997,1
7303,1615572355997,1
7304,1615572293997,1
7305,1615572174997,1
7307,1615522265996,1
37523,16707438832405,3
7308,1615516002995,1
7309,1615403834991,2
7310,1615403537991,1
7311,1615403282994,1
7312,1615362710949,1
7313,1615361756949,1
7314,1615355755242,1
7315,1615329324974,NULL
7317,1615298011993,1
7318,1615290813949,NULL
7319,1615283021939,1
7320,1615282734939,1
7321,1615224035975,NULL
7325,1615202172989,1
7326,1615150851988,1
7328,1615150670988,1
7329,1615150499988,1
7322,1615218778990,8
7330,1615150357988,1
7331,1615150058988,1
7332,1615149739988,1
7333,1615148987988,1
7334,1615148566988,1
7335,1615148543419,NULL
7336,1615146231313,NULL
7337,1615142195987,NULL
7338,1615133539986,8
7339,1615133474986,NULL
7340,1615133133986,1
7341,1615132690985,NULL
7343,1615124850982,NULL
7344,1615124799982,NULL
7345,1615123484982,NULL
7346,1615123212982,NULL
7347,1615122900982,NULL
7348,1615122740982,NULL
7349,1615122511982,NULL
7350,1615120940982,NULL
7351,1615120550982,NULL
7352,1615120432984,8
7353,1615120427982,NULL
7354,1615120283982,NULL
19616,1642696282463,3
7355,1615120194982,NULL
7356,1615119823982,NULL
7412,1615032131972,NULL
7357,1615119554982,NULL
7358,1615119055982,NULL
7359,1615118937982,NULL
7360,1615118835982,8
7361,1615118768982,NULL
7362,1615118653982,NULL
7363,1615118589982,NULL
7364,1615118514982,NULL
7365,1615118386982,NULL
7366,1615118251982,NULL
7367,1615118129981,1
7368,1615118098982,NULL
7369,1615117928982,NULL
7370,1615117719982,NULL
7371,1615117469982,NULL
7372,1615117013982,NULL
7373,1615116204982,NULL
7374,1615113296628,1
7375,1615113137628,1
7376,1615112997628,1
7377,1615112797628,1
7378,1615111784628,1
7379,1615111695628,1
7170,160708394023,8
7380,1615111415628,1
7382,1615104574959,NULL
7383,1615099858964,8
7384,1615066659320,NULL
7385,1615066458978,8
7387,1615061651960,8
7388,1615060546953,1
7389,1615060406489,2
7390,1615057694976,1
7391,1615057189965,NULL
7392,1615052287974,8
7393,1615050038965,NULL
7171,160708375823,8
7394,1615047746388,NULL
7395,1615047197419,NULL
7397,1615039168964,8
7403,1615033971965,NULL
7404,1615032768965,NULL
7405,1615032173972,1
41100,1676359178628,8
7408,1628367415767,NULL
7413,1615031155973,1
7414,1615029843965,NULL
7415,1615029708965,NULL
7416,1615027195970,1
7417,1615020230483,NULL
7418,1614978312969,8
7419,1614977275968,NULL
7420,1614976535968,NULL
37577,1670702959236,10
7410,1625816549942,1
7421,1614973314961,1
7422,1614971879963,8
7423,1614969934563,1
7424,1614966781967,8
7425,1614959511495,8
7426,1614954088964,8
7428,1614938147346,NULL
7429,1614937351958,1
7430,1614936887958,1
7431,1614936693958,1
7432,1614928027346,8
7433,1614888701960,8
7434,1614887404919,2
7436,1614887344919,2
7438,1614887330919,1
7439,1614887110563,1
7442,1614884950887,NULL
7443,1614879763959,NULL
7444,1614847708958,1
7445,1614847048958,1
7446,1614845540958,1
7447,1614843862958,1
7448,1614834226858,8
7449,161479287885,1
7450,1614767296955,1
7451,1614767220955,1
7452,1614766867955,1
7453,1614762456389,8
7454,1614761712954,1
7455,1614761638389,8
7456,1614761463389,8
7457,1614758954931,8
7458,1614754656346,8
7459,1614715266224,1
7460,1614672103950,8
7461,1614590970947,8
7486,1614453002304,8
22538,1639664496523,3
7462,1614590854947,8
7463,1614590690947,8
7464,1614590410947,8
7465,1614590270947,8
7466,1614590119947,8
7467,1614589056947,8
7468,1614588776947,8
7469,1614588142947,8
7470,1614587786947,8
7471,1614587423947,8
7472,1614582008946,1
7473,1614543092930,8
6936,1610705442295,8
7474,1614538631931,8
7475,1614536688822,NULL
7476,1614506604770,1
33474,16491442561168,2
7477,1614506366770,1
7478,1614503366304,NULL
7479,1614491252942,8
7480,1614490303942,8
7481,1614489506942,8
7482,1614460141304,8
7483,1614459101304,8
7484,1614458629304,8
7485,1614453289304,8
7487,1614440844941,8
7489,1614437085822,8
7490,1614436605940,1
7491,1614434267939,1
7492,1614433959939,1
7493,1614433689939,8
7494,1614431453933,8
7495,1614375059938,8
7496,1614340339926,8
6937,161070313060,8
7497,1614340260926,8
7498,1614340143926,8
7499,1614339956926,8
7500,1614339799938,8
7501,1614334717935,8
7502,1614294289931,8
7503,1614278326930,8
7504,1614278230930,8
7505,1614278125930,8
7506,1614278012930,8
7507,1614277932930,8
7508,1614277850930,8
7509,1614277767930,8
7510,1614277446930,8
7511,1614277351930,8
7512,1614277249930,8
40892,1679943860947,8
7513,1614276836930,8
7514,1614276317930,8
7515,1614251992565,8
7516,1614251762928,8
7517,1614251623928,8
7518,1614251311928,8
7519,1614251217928,8
7520,1614251107928,8
7521,1614247609925,8
7522,1614246345925,8
7523,1614223160757,8
7524,1614174879924,8
7525,1614172949924,8
7526,1614170273924,8
7527,1614163137834,8
7528,1613936889157,8
7529,1613936532157,8
7530,1613924836883,1
7531,1613838276848,8
7532,1613825889822,8
7533,1613721973293,8
7534,1613721887293,8
7535,1613721081293,8
7536,1613720195293,8
7537,1613720084293,8
7538,1613718177293,8
7539,1613638522787,8
7540,1613583591767,8
7621,1610987430308,8
7541,1613562636502,8
7543,1613562492502,8
7544,1613558236772,8
7545,1613551385770,8
7546,1613548488348,8
7547,1613504516632,8
7548,1613501445224,8
7549,1613497247767,8
7550,1613487129632,8
7551,1613484788632,8
7552,1613483394632,8
7553,1613482981632,8
7658,1609161356186,8
7554,161340246958,8
7555,161340225058,8
7556,1613400381633,8
7557,1613398714757,8
7558,1613398449757,8
7559,1613398039757,8
7560,1613391200753,8
7561,1613391017753,8
7562,1613372037750,1
7564,1613369878750,1
7565,1613369710750,1
7566,1613329343558,NULL
7567,1613310783541,1
7568,1613310539541,1
7569,1613310285541,1
7570,1613310133541,1
7571,1613309928541,1
7572,1613304839722,1
7573,1613303683722,1
7574,1613299243722,1
40966,1678613658982,3
7575,1613298909722,1
7577,1613297915722,1
7578,1613227104684,1
7579,1613216138684,1
7580,1613112860647,NULL
7581,1613060969633,8
7582,1613055787628,1
7583,1613040140565,8
7584,1613039993565,NULL
7585,1613039715565,NULL
7586,1613039572565,NULL
7587,1613039444565,1
7588,1612878714179,1
7589,1612861286502,8
7591,1612861164502,8
7594,1612849715342,8
7607,1611820571428,8
7596,1612626297527,8
7597,1612562412526,8
7598,1612428993502,8
7599,1612428879502,2
7600,1612358014308,8
7601,1612268624484,8
7602,1612240506480,8
7603,1612215014224,8
37526,1670742490345,3
7604,1611912493334,8
7605,1611821534428,8
7606,1611820773428,8
7608,1611764906422,8
7609,1611730079414,8
7610,1611499370278,8
7611,1611499154278,8
7612,1611314421346,8
7613,1611256099308,8
7614,1611175990360,8
7172,160708355823,8
7615,1611175826360,8
7616,1611138169348,8
7617,1611130534346,8
7618,1611039245332,8
7619,1611037983331,8
7620,1610987586308,8
7622,1610987221308,8
7623,1610987042308,8
7624,1610964841319,8
7625,1610891085267,8
7626,1610890889267,8
7627,1610890258267,8
7628,1610793515224,8
7084,16079528399,4
7629,1610788581305,8
7630,1610788317305,8
7631,1610788219305,8
7632,1610788096305,8
7633,1610788016305,8
7634,1610787815305,8
7635,1610787689305,8
7636,1610787566305,8
7637,1610749391304,8
7638,1610699515294,8
7639,1610698014293,8
7640,1610696031293,8
7641,1610694546293,8
7642,1610632801288,8
7643,1610632506288,8
7644,1610474945262,1
7659,160914668020,8
7645,1610415012244,8
7646,1610414816244,8
7648,1610414653244,8
7649,1610414471244,8
7173,160708328923,8
7650,1610414195244,8
7651,1609842504163,8
7652,1609608152215,8
7653,160941217158,8
7654,1609247462185,1
7655,1609236688186,8
7656,1609235981186,8
7657,1609228098186,8
7661,160913880436,1
7662,1608917925164,1
7663,1608917807164,1
7664,160890528663,8
7665,1608891532159,1
7324,1615218076990,8
7323,1615218490990,8
7399,1615037742964,8
5426,1614030834629,4
5082,16209380121053,4
5083,16209379121053,6
5084,16209378261053,4
5085,16209377011053,4
5086,16209376081053,4
5087,16209375361053,4
5088,16209374541053,7
5089,16209373421053,4
5090,16209372611053,6
5091,16209371311053,6
5092,16209370541053,7
5093,16209369621053,7
5094,16209368751053,4
5095,16209367731053,4
5096,16209366791053,4
5097,16209365991053,4
5098,16209365281053,4
5099,16209364571053,4
5100,16209363661053,6
5101,16209362531053,6
5102,16209360601053,4
5103,16209359841053,7
5104,16209358861053,4
5105,1620761737520,7
5106,1620761471520,7
5107,1619723275267,7
5108,1619723123267,4
5109,1619722983267,7
5110,1619706695417,7
5111,1619706549417,4
5112,1619706262417,7
5113,1619706149417,4
5114,1619706052417,4
5115,1616048922571,4
5116,1616048526571,4
5117,1616048399571,8
5118,1616048306571,8
5119,1616007266149,4
5120,1616006991149,4
5121,1616006804149,4
5122,16159112031005,4
5123,16159110391005,4
5124,16159105291005,6
